Id;Item_ID;Product;Quantity;Price
462;I00462;Fone de ouvido Sem Fio QCY T27;3;12986
463;I00463;Carregador Turbo Tipo-C 50w;3;539
464;I00464;ACER Notebook Gamer Nitro;4;46040
465;I00465;Película de Vidro 3D Galaxy A30s;2;179
466;I00466;Carregador Turbo USB-C 30W;4;499
467;I00467;Carregador Turbo Tipo-C 50w;1;539
468;I00468;Samsung Galaxy Tab S6 Lite;1;179901
469;I00469;Projetor Smart Epson EpiqVision, FULL HD;1;304999
470;I00470;Fone de Ouvido Sem Fio TWS, PHILIPS;4;12491
471;I00471;Carregador Turbo Tipo-C 50w;4;539
472;I00472;ACER Notebook Gamer Nitro;2;46040
473;I00473;Projetor EPSON Powerlite Wide Screen;2;274213
474;I00474;Smart TV 32” Philco LED Roku TV;3;9490
475;I00475;Smart TV 32” Philco LED Roku TV;4;9490
476;I00476;ACER Notebook Gamer Nitro;4;46040
477;I00477;Carregador Turbo Tipo-C 50w;2;539
478;I00478;Teclado Mecanico Fizz;1;1749
479;I00479;Fone de Ouvido Profissional AKG K92;3;42899
480;I00480;Carregador Turbo Tipo-C 50w;4;539
481;I00481;Mouse Redragon Wireless;2;16599
482;I00482;Soundbar Tomate MTS-2017, Bivolt;1;7699
483;I00483;Fone de ouvido Sem Fio QCY T27;2;12986
484;I00484;Película de Vidro 3D Galaxy A30s;2;179
485;I00485;Projetor EPSON Powerlite Wide Screen;3;274213
486;I00486;Samsung Galaxy A36;3;19791
487;I00487;Fone de Ouvido Profissional EDIFIER WH950NB;3;8990
488;I00488;"Smart TV LED 32""Samsung LED Tizen TV";2;10790
489;I00489;Fone de Ouvido Profissional AKG K92;4;42899
490;I00490;SSD Crucial 1TB NVMe M.2;3;4490
491;I00491;Samsung Galaxy Tab S6 Lite;4;179901
492;I00492;Projetor EPSON Powerlite Wide Screen;2;274213
493;I00493;Fone de ouvido Sem Fio QCY T27;3;12986
494;I00494;Película de Vidro 3D Galaxy A30s;3;179
495;I00495;Projetor Smart Epson EpiqVision, FULL HD;1;304999
496;I00496;ACER Notebook Gamer Nitro;4;46040
497;I00497;Soundbar Samsung com 2.1 canais, Dolby Digital;4;10720
498;I00498;"Monitor UHD Samsung 32""";1;162657
499;I00499;Projetor EPSON Powerlite Wide Screen;1;274213
500;I00500;Fone de Ouvido Profissional AKG K92;3;42899
501;I00501;Fone de Ouvido Sem Fio TWS, PHILIPS;2;12491
502;I00502;Projetor EPSON Powerlite Wide Screen;1;274213
503;I00503;Smart TV 32” Philco LED Roku TV;4;9490
504;I00504;Mouse Redragon Wireless;3;16599
505;I00505;Fone de Ouvido Sem Fio TWS, PHILIPS;1;12491
506;I00506;Mouse Redragon Wireless;4;16599
507;I00507;Película de Vidro 3D Galaxy A30s;1;179
508;I00508;Fone de Ouvido Profissional EDIFIER WH950NB;1;8990
509;I00509;Soundbar Samsung com 2.1 canais, Dolby Digital;1;10720
510;I00510;"Monitor UHD Samsung 32""";1;162657
511;I00511;Teclado Mecanico Fizz;3;1749
512;I00512;Fone de Ouvido Sem Fio TWS, PHILIPS;3;12491
513;I00513;"Smart TV LED 32""Samsung LED Tizen TV";1;10790
514;I00514;Película para iPhone 14Pro Anti impacto;2;518
515;I00515;Smart TV 32” Philco LED Roku TV;3;9490
516;I00516;Samsung Galaxy Tab S6 Lite;4;179901
517;I00517;Fone de Ouvido Sem Fio TWS, PHILIPS;1;12491
518;I00518;Carregador Turbo USB-C 30W;4;499
519;I00519;"Monitor UHD Samsung 32""";4;162657
520;I00520;Película para iPhone 14Pro Anti impacto;1;518
521;I00521;ACER Notebook Gamer Nitro;3;46040
522;I00522;Carregador Turbo Tipo-C 50w;2;539
523;I00523;Carregador Turbo Tipo-C 50w;3;539
524;I00524;Samsung Galaxy Tab S6 Lite;4;179901
525;I00525;Película para iPhone 14Pro Anti impacto;3;518
526;I00526;ACER Notebook Gamer Nitro;2;46040
527;I00527;Película de Vidro 3D Galaxy A30s;3;179
528;I00528;Samsung Galaxy Tab S6 Lite;2;179901
529;I00529;Fone de ouvido Sem Fio QCY T27;1;12986
530;I00530;ACER Notebook Gamer Nitro;3;46040
531;I00531;Película de Vidro 3D Galaxy A30s;3;179
532;I00532;Carregador Turbo Tipo-C 50w;2;539
533;I00533;Soundbar Tomate MTS-2017, Bivolt;1;7699
534;I00534;Fone de Ouvido Profissional AKG K92;4;42899
535;I00535;Fone de Ouvido Profissional AKG K92;4;42899
536;I00536;Teclado Mecanico Fizz;1;1749
537;I00537;Fone de Ouvido Profissional AKG K92;1;42899
538;I00538;Teclado Mecanico Fizz;3;1749
539;I00539;"Smart TV LED 32""Samsung LED Tizen TV";4;10790
540;I00540;Teclado Mecanico Fizz;3;1749
541;I00541;Carregador Turbo USB-C 30W;3;499
542;I00542;Carregador Turbo USB-C 30W;2;499
543;I00543;Fone de ouvido Sem Fio QCY T27;1;12986
544;I00544;Smart TV 32” Philco LED Roku TV;3;9490
545;I00545;Fone de Ouvido Profissional EDIFIER WH950NB;2;8990
546;I00546;ACER Notebook Gamer Nitro;1;46040
547;I00547;Smart TV 32” Philco LED Roku TV;3;9490
548;I00548;ACER Notebook Gamer Nitro;4;46040
549;I00549;Película de Vidro 3D Galaxy A30s;4;179
550;I00550;Carregador Turbo Tipo-C 50w;1;539
551;I00551;Mouse Redragon Wireless;3;16599
552;I00552;Teclado Mecanico Fizz;4;1749
553;I00553;Fone de ouvido Sem Fio QCY T27;3;12986
554;I00554;Fone de Ouvido Profissional AKG K92;1;42899
555;I00555;Carregador Turbo Tipo-C 50w;1;539
556;I00556;"Monitor UHD Samsung 32""";4;162657
557;I00557;ACER Notebook Gamer Nitro;2;46040
558;I00558;Mouse Redragon Wireless;2;16599
559;I00559;Teclado Mecanico Fizz;1;1749
560;I00560;Carregador Turbo Tipo-C 50w;3;539
561;I00561;"Smart TV LED 32""Samsung LED Tizen TV";2;10790
562;I00562;Projetor EPSON Powerlite Wide Screen;4;274213
563;I00563;Fone de Ouvido Sem Fio TWS, PHILIPS;4;12491
564;I00564;Mouse Redragon Wireless;2;16599
565;I00565;Mouse Redragon Wireless;4;16599
566;I00566;Película de Vidro 3D Galaxy A30s;1;179
567;I00567;Soundbar Samsung com 2.1 canais, Dolby Digital;2;10720
568;I00568;Soundbar Samsung com 2.1 canais, Dolby Digital;2;10720
569;I00569;Fone de Ouvido Profissional EDIFIER WH950NB;1;8990
570;I00570;Projetor EPSON Powerlite Wide Screen;3;274213
571;I00571;Fone de ouvido Sem Fio QCY T27;4;12986
572;I00572;Fone de Ouvido Profissional EDIFIER WH950NB;1;8990
573;I00573;Fone de Ouvido Sem Fio TWS, PHILIPS;1;12491
574;I00574;Fone de Ouvido Sem Fio TWS, PHILIPS;4;12491
575;I00575;Película de Vidro 3D Galaxy A30s;2;179
576;I00576;"Monitor UHD Samsung 32""";4;162657
577;I00577;Smart TV 32” Philco LED Roku TV;1;9490
578;I00578;"Monitor UHD Samsung 32""";1;162657
579;I00579;Carregador Turbo USB-C 30W;2;499
580;I00580;Carregador Turbo Tipo-C 50w;3;539
581;I00581;Soundbar Samsung com 2.1 canais, Dolby Digital;1;10720
582;I00582;ACER Notebook Gamer Nitro;4;46040
583;I00583;Soundbar Samsung com 2.1 canais, Dolby Digital;4;10720
584;I00584;Fone de Ouvido Profissional AKG K92;3;42899
585;I00585;Mouse Redragon Wireless;2;16599
586;I00586;"Monitor UHD Samsung 32""";1;162657
587;I00587;Projetor EPSON Powerlite Wide Screen;3;274213
588;I00588;Teclado Mecanico Fizz;1;1749
589;I00589;"Monitor UHD Samsung 32""";1;162657
590;I00590;Fone de Ouvido Profissional AKG K92;4;42899
591;I00591;Película para iPhone 14Pro Anti impacto;2;518
592;I00592;Teclado Mecanico Fizz;1;1749
593;I00593;"Smart TV LED 32""Samsung LED Tizen TV";2;10790
594;I00594;Soundbar Samsung com 2.1 canais, Dolby Digital;3;10720
595;I00595;Samsung Galaxy Tab S6 Lite;3;179901
596;I00596;Película para iPhone 14Pro Anti impacto;4;518
597;I00597;Fone de Ouvido Sem Fio TWS, PHILIPS;4;12491
598;I00598;Soundbar Tomate MTS-2017, Bivolt;1;7699
599;I00599;Carregador Turbo USB-C 30W;1;499
600;I00600;Projetor EPSON Powerlite Wide Screen;2;274213
601;I00601;Película de Vidro 3D Galaxy A30s;1;179
602;I00602;Samsung Galaxy Tab S6 Lite;1;179901
603;I00603;Fone de Ouvido Profissional EDIFIER WH950NB;4;8990
604;I00604;Samsung Galaxy Tab S6 Lite;1;179901
605;I00605;Projetor EPSON Powerlite Wide Screen;3;274213
606;I00606;Projetor Smart Epson EpiqVision, FULL HD;2;304999
607;I00607;Teclado Mecanico Fizz;1;1749
608;I00608;Fone de Ouvido Profissional EDIFIER WH950NB;2;8990
609;I00609;Película de Vidro 3D Galaxy A30s;2;179
610;I00610;Soundbar Tomate MTS-2017, Bivolt;1;7699
611;I00611;Fone de Ouvido Profissional AKG K92;2;42899
612;I00612;Fone de Ouvido Sem Fio TWS, PHILIPS;3;12491
613;I00613;Smart TV 32” Philco LED Roku TV;1;9490
614;I00614;Fone de Ouvido Profissional EDIFIER WH950NB;4;8990
615;I00615;Teclado Mecanico Fizz;2;1749
616;I00616;Fone de ouvido Sem Fio QCY T27;1;12986
617;I00617;Samsung Galaxy A36;2;19791
618;I00618;"Smart TV LED 32""Samsung LED Tizen TV";4;10790
619;I00619;"Smart TV LED 32""Samsung LED Tizen TV";1;10790
620;I00620;Fone de ouvido Sem Fio QCY T27;3;12986
621;I00621;Soundbar Samsung com 2.1 canais, Dolby Digital;1;10720
622;I00622;Projetor EPSON Powerlite Wide Screen;4;274213
623;I00623;Mouse Redragon Wireless;4;16599
624;I00624;Película para iPhone 14Pro Anti impacto;1;518
625;I00625;Samsung Galaxy A36;4;19791
626;I00626;Fone de ouvido Sem Fio QCY T27;2;12986
627;I00627;Soundbar Samsung com 2.1 canais, Dolby Digital;3;10720
628;I00628;Projetor Smart Epson EpiqVision, FULL HD;4;304999
629;I00629;ACER Notebook Gamer Nitro;3;46040
630;I00630;Carregador Turbo USB-C 30W;4;499
631;I00631;"Monitor UHD Samsung 32""";2;162657
632;I00632;Película de Vidro 3D Galaxy A30s;1;179
633;I00633;Fone de Ouvido Sem Fio TWS, PHILIPS;4;12491
634;I00634;Fone de ouvido Sem Fio QCY T27;3;12986
635;I00635;Projetor EPSON Powerlite Wide Screen;1;274213
636;I00636;Fone de Ouvido Sem Fio TWS, PHILIPS;4;12491
637;I00637;Fone de Ouvido Profissional AKG K92;4;42899
638;I00638;SSD Crucial 1TB NVMe M.2;4;4490
639;I00639;ACER Notebook Gamer Nitro;2;46040
640;I00640;"Monitor UHD Samsung 32""";2;162657
641;I00641;Teclado Mecanico Fizz;4;1749
642;I00642;Mouse Redragon Wireless;1;16599
643;I00643;Projetor EPSON Powerlite Wide Screen;3;274213
644;I00644;Smart TV 32” Philco LED Roku TV;1;9490
645;I00645;Película para iPhone 14Pro Anti impacto;2;518
646;I00646;Carregador Turbo USB-C 30W;2;499
647;I00647;Fone de Ouvido Profissional AKG K92;1;42899
648;I00648;Carregador Turbo Tipo-C 50w;1;539
649;I00649;Fone de Ouvido Sem Fio TWS, PHILIPS;3;12491
650;I00650;Teclado Mecanico Fizz;1;1749
651;I00651;Teclado Mecanico Fizz;3;1749
652;I00652;Samsung Galaxy Tab S6 Lite;4;179901
653;I00653;"Smart TV LED 32""Samsung LED Tizen TV";3;10790
654;I00654;Fone de Ouvido Profissional EDIFIER WH950NB;2;8990
655;I00655;Carregador Turbo USB-C 30W;4;499
656;I00656;Carregador Turbo USB-C 30W;2;499
657;I00657;Smart TV 32” Philco LED Roku TV;3;9490
658;I00658;Mouse Redragon Wireless;2;16599
659;I00659;Carregador Turbo Tipo-C 50w;1;539
660;I00660;Película para iPhone 14Pro Anti impacto;1;518
661;I00661;Teclado Mecanico Fizz;3;1749
662;I00662;Samsung Galaxy A36;3;19791
663;I00663;Soundbar Tomate MTS-2017, Bivolt;1;7699
664;I00664;Samsung Galaxy Tab S6 Lite;2;179901
665;I00665;Smart TV 32” Philco LED Roku TV;2;9490
666;I00666;Projetor Smart Epson EpiqVision, FULL HD;3;304999
667;I00667;SSD Crucial 1TB NVMe M.2;2;4490
668;I00668;Samsung Galaxy Tab S6 Lite;1;179901
669;I00669;Mouse Redragon Wireless;4;16599
670;I00670;Projetor EPSON Powerlite Wide Screen;1;274213
671;I00671;Fone de Ouvido Profissional EDIFIER WH950NB;3;8990
672;I00672;SSD Crucial 1TB NVMe M.2;2;4490
673;I00673;Película de Vidro 3D Galaxy A30s;3;179
674;I00674;Fone de Ouvido Sem Fio TWS, PHILIPS;3;12491
675;I00675;Fone de Ouvido Profissional EDIFIER WH950NB;4;8990
676;I00676;Fone de Ouvido Sem Fio TWS, PHILIPS;2;12491
677;I00677;Samsung Galaxy A36;4;19791
678;I00678;Soundbar Tomate MTS-2017, Bivolt;1;7699
679;I00679;Fone de Ouvido Profissional EDIFIER WH950NB;1;8990
680;I00680;Carregador Turbo Tipo-C 50w;3;539
681;I00681;Soundbar Tomate MTS-2017, Bivolt;4;7699
682;I00682;Soundbar Tomate MTS-2017, Bivolt;3;7699
683;I00683;Projetor Smart Epson EpiqVision, FULL HD;3;304999
684;I00684;Fone de Ouvido Sem Fio TWS, PHILIPS;2;12491
685;I00685;Fone de ouvido Sem Fio QCY T27;3;12986
686;I00686;Carregador Turbo USB-C 30W;1;499
687;I00687;Carregador Turbo USB-C 30W;2;499
688;I00688;SSD Crucial 1TB NVMe M.2;2;4490
689;I00689;Samsung Galaxy A36;2;19791
690;I00690;Fone de ouvido Sem Fio QCY T27;3;12986
691;I00691;Projetor EPSON Powerlite Wide Screen;1;274213
692;I00692;"Monitor UHD Samsung 32""";2;162657
693;I00693;Fone de ouvido Sem Fio QCY T27;1;12986
694;I00694;Teclado Mecanico Fizz;4;1749
695;I00695;Projetor EPSON Powerlite Wide Screen;2;274213
696;I00696;Carregador Turbo Tipo-C 50w;2;539
697;I00697;Teclado Mecanico Fizz;3;1749
698;I00698;"Monitor UHD Samsung 32""";1;162657
699;I00699;SSD Crucial 1TB NVMe M.2;4;4490
700;I00700;Soundbar Samsung com 2.1 canais, Dolby Digital;4;10720
701;I00701;Película para iPhone 14Pro Anti impacto;1;518
702;I00702;Película de Vidro 3D Galaxy A30s;1;179
703;I00703;Samsung Galaxy A36;2;19791
704;I00704;Fone de Ouvido Profissional AKG K92;3;42899
705;I00705;Fone de ouvido Sem Fio QCY T27;3;12986
706;I00706;Película de Vidro 3D Galaxy A30s;1;179
707;I00707;ACER Notebook Gamer Nitro;1;46040
708;I00708;Projetor Smart Epson EpiqVision, FULL HD;3;304999
709;I00709;Película para iPhone 14Pro Anti impacto;2;518
710;I00710;"Smart TV LED 32""Samsung LED Tizen TV";2;10790
711;I00711;Projetor Smart Epson EpiqVision, FULL HD;3;304999
712;I00712;Smart TV 32” Philco LED Roku TV;3;9490
713;I00713;Fone de Ouvido Sem Fio TWS, PHILIPS;1;12491
714;I00714;Soundbar Tomate MTS-2017, Bivolt;3;7699
715;I00715;Soundbar Tomate MTS-2017, Bivolt;1;7699
716;I00716;Carregador Turbo USB-C 30W;4;499
717;I00717;Fone de ouvido Sem Fio QCY T27;2;12986
718;I00718;Projetor Smart Epson EpiqVision, FULL HD;4;304999
719;I00719;Teclado Mecanico Fizz;4;1749
720;I00720;"Monitor UHD Samsung 32""";1;162657
721;I00721;Samsung Galaxy Tab S6 Lite;2;179901
722;I00722;Fone de Ouvido Profissional EDIFIER WH950NB;4;8990
723;I00723;"Smart TV LED 32""Samsung LED Tizen TV";4;10790
724;I00724;"Monitor UHD Samsung 32""";4;162657
725;I00725;ACER Notebook Gamer Nitro;4;46040
726;I00726;Fone de ouvido Sem Fio QCY T27;1;12986
727;I00727;"Smart TV LED 32""Samsung LED Tizen TV";2;10790
728;I00728;Projetor Smart Epson EpiqVision, FULL HD;1;304999
729;I00729;Película para iPhone 14Pro Anti impacto;1;518
730;I00730;Carregador Turbo USB-C 30W;4;499
731;I00731;Carregador Turbo USB-C 30W;4;499
732;I00732;Fone de Ouvido Profissional AKG K92;4;42899
733;I00733;Soundbar Samsung com 2.1 canais, Dolby Digital;1;10720
734;I00734;Fone de ouvido Sem Fio QCY T27;3;12986
735;I00735;"Smart TV LED 32""Samsung LED Tizen TV";1;10790
736;I00736;Carregador Turbo USB-C 30W;3;499
737;I00737;Película de Vidro 3D Galaxy A30s;4;179
738;I00738;Fone de Ouvido Sem Fio TWS, PHILIPS;3;12491
739;I00739;Carregador Turbo Tipo-C 50w;4;539
740;I00740;Fone de Ouvido Sem Fio TWS, PHILIPS;4;12491
741;I00741;Soundbar Tomate MTS-2017, Bivolt;3;7699
742;I00742;Projetor Smart Epson EpiqVision, FULL HD;4;304999
743;I00743;"Smart TV LED 32""Samsung LED Tizen TV";4;10790
744;I00744;Soundbar Tomate MTS-2017, Bivolt;2;7699
745;I00745;"Smart TV LED 32""Samsung LED Tizen TV";3;10790
746;I00746;Smart TV 32” Philco LED Roku TV;1;9490
747;I00747;Mouse Redragon Wireless;3;16599
748;I00748;Teclado Mecanico Fizz;1;1749
749;I00749;Fone de Ouvido Profissional AKG K92;2;42899
750;I00750;"Monitor UHD Samsung 32""";2;162657
751;I00751;Projetor Smart Epson EpiqVision, FULL HD;2;304999
752;I00752;Fone de Ouvido Sem Fio TWS, PHILIPS;1;12491
753;I00753;ACER Notebook Gamer Nitro;4;46040
754;I00754;Projetor EPSON Powerlite Wide Screen;1;274213
755;I00755;Soundbar Tomate MTS-2017, Bivolt;3;7699
756;I00756;Película de Vidro 3D Galaxy A30s;3;179
757;I00757;Fone de Ouvido Profissional AKG K92;2;42899
758;I00758;"Smart TV LED 32""Samsung LED Tizen TV";1;10790
759;I00759;Fone de Ouvido Profissional AKG K92;1;42899
760;I00760;Fone de ouvido Sem Fio QCY T27;3;12986
761;I00761;Mouse Redragon Wireless;2;16599
762;I00762;Fone de Ouvido Profissional EDIFIER WH950NB;1;8990
763;I00763;ACER Notebook Gamer Nitro;2;46040
764;I00764;Projetor EPSON Powerlite Wide Screen;1;274213
765;I00765;Fone de Ouvido Profissional EDIFIER WH950NB;3;8990
766;I00766;Carregador Turbo Tipo-C 50w;4;539
767;I00767;Projetor EPSON Powerlite Wide Screen;3;274213
768;I00768;Samsung Galaxy A36;4;19791
769;I00769;Película para iPhone 14Pro Anti impacto;2;518
770;I00770;Samsung Galaxy Tab S6 Lite;3;179901
771;I00771;Carregador Turbo USB-C 30W;3;499
772;I00772;Fone de Ouvido Profissional EDIFIER WH950NB;1;8990
773;I00773;Soundbar Tomate MTS-2017, Bivolt;1;7699
774;I00774;Película para iPhone 14Pro Anti impacto;2;518
775;I00775;Samsung Galaxy A36;4;19791
776;I00776;Projetor EPSON Powerlite Wide Screen;1;274213
777;I00777;"Monitor UHD Samsung 32""";1;162657
778;I00778;Smart TV 32” Philco LED Roku TV;4;9490
779;I00779;Smart TV 32” Philco LED Roku TV;1;9490
780;I00780;Fone de ouvido Sem Fio QCY T27;3;12986
781;I00781;Soundbar Samsung com 2.1 canais, Dolby Digital;2;10720
782;I00782;"Smart TV LED 32""Samsung LED Tizen TV";3;10790
783;I00783;"Monitor UHD Samsung 32""";1;162657
784;I00784;Película para iPhone 14Pro Anti impacto;4;518
785;I00785;Teclado Mecanico Fizz;2;1749
786;I00786;Projetor Smart Epson EpiqVision, FULL HD;2;304999
787;I00787;Soundbar Samsung com 2.1 canais, Dolby Digital;1;10720
788;I00788;Projetor Smart Epson EpiqVision, FULL HD;4;304999
789;I00789;ACER Notebook Gamer Nitro;2;46040
790;I00790;Projetor EPSON Powerlite Wide Screen;2;274213
791;I00791;Película para iPhone 14Pro Anti impacto;4;518
792;I00792;Carregador Turbo Tipo-C 50w;3;539
793;I00793;"Monitor UHD Samsung 32""";3;162657
794;I00794;Carregador Turbo USB-C 30W;3;499
795;I00795;Samsung Galaxy A36;3;19791
796;I00796;Soundbar Tomate MTS-2017, Bivolt;4;7699
797;I00797;Carregador Turbo USB-C 30W;4;499
798;I00798;Carregador Turbo Tipo-C 50w;3;539
799;I00799;Carregador Turbo Tipo-C 50w;2;539
800;I00800;Projetor EPSON Powerlite Wide Screen;4;274213
801;I00801;Película de Vidro 3D Galaxy A30s;3;179
802;I00802;SSD Crucial 1TB NVMe M.2;2;4490
803;I00803;Fone de Ouvido Profissional AKG K92;4;42899
804;I00804;Mouse Redragon Wireless;4;16599
805;I00805;Samsung Galaxy A36;2;19791
806;I00806;Mouse Redragon Wireless;1;16599
807;I00807;Carregador Turbo USB-C 30W;4;499
808;I00808;Carregador Turbo Tipo-C 50w;3;539
809;I00809;Mouse Redragon Wireless;1;16599
810;I00810;SSD Crucial 1TB NVMe M.2;1;4490
811;I00811;Smart TV 32” Philco LED Roku TV;1;9490
812;I00812;Película de Vidro 3D Galaxy A30s;2;179
813;I00813;SSD Crucial 1TB NVMe M.2;2;4490
814;I00814;Fone de ouvido Sem Fio QCY T27;1;12986
815;I00815;ACER Notebook Gamer Nitro;2;46040
816;I00816;SSD Crucial 1TB NVMe M.2;4;4490
817;I00817;SSD Crucial 1TB NVMe M.2;1;4490
818;I00818;"Smart TV LED 32""Samsung LED Tizen TV";1;10790
819;I00819;ACER Notebook Gamer Nitro;2;46040
820;I00820;ACER Notebook Gamer Nitro;3;46040
821;I00821;Carregador Turbo USB-C 30W;4;499
822;I00822;Fone de Ouvido Sem Fio TWS, PHILIPS;2;12491
823;I00823;Projetor EPSON Powerlite Wide Screen;1;274213
824;I00824;"Monitor UHD Samsung 32""";4;162657
825;I00825;Projetor EPSON Powerlite Wide Screen;3;274213
826;I00826;Projetor Smart Epson EpiqVision, FULL HD;4;304999
827;I00827;Mouse Redragon Wireless;2;16599
828;I00828;ACER Notebook Gamer Nitro;4;46040
829;I00829;Fone de Ouvido Profissional EDIFIER WH950NB;4;8990
830;I00830;Soundbar Tomate MTS-2017, Bivolt;4;7699
831;I00831;Película para iPhone 14Pro Anti impacto;1;518
832;I00832;Samsung Galaxy Tab S6 Lite;2;179901
833;I00833;Samsung Galaxy A36;3;19791
834;I00834;Fone de Ouvido Profissional AKG K92;4;42899
835;I00835;Carregador Turbo Tipo-C 50w;1;539
836;I00836;Samsung Galaxy A36;4;19791
837;I00837;Fone de Ouvido Profissional AKG K92;3;42899
838;I00838;Projetor Smart Epson EpiqVision, FULL HD;2;304999
839;I00839;"Monitor UHD Samsung 32""";3;162657
840;I00840;Samsung Galaxy A36;3;19791
841;I00841;Teclado Mecanico Fizz;1;1749
842;I00842;Fone de Ouvido Profissional AKG K92;2;42899
843;I00843;Soundbar Tomate MTS-2017, Bivolt;3;7699
844;I00844;Smart TV 32” Philco LED Roku TV;4;9490
845;I00845;SSD Crucial 1TB NVMe M.2;4;4490
846;I00846;Mouse Redragon Wireless;3;16599
847;I00847;Soundbar Samsung com 2.1 canais, Dolby Digital;3;10720
848;I00848;Samsung Galaxy A36;3;19791
849;I00849;Carregador Turbo Tipo-C 50w;2;539
850;I00850;Projetor EPSON Powerlite Wide Screen;2;274213
851;I00851;Carregador Turbo Tipo-C 50w;3;539
852;I00852;"Monitor UHD Samsung 32""";1;162657
853;I00853;Carregador Turbo Tipo-C 50w;1;539
854;I00854;Fone de ouvido Sem Fio QCY T27;3;12986
855;I00855;Soundbar Tomate MTS-2017, Bivolt;1;7699
856;I00856;Projetor Smart Epson EpiqVision, FULL HD;2;304999
857;I00857;"Smart TV LED 32""Samsung LED Tizen TV";3;10790
858;I00858;Projetor Smart Epson EpiqVision, FULL HD;3;304999
859;I00859;Samsung Galaxy Tab S6 Lite;3;179901
860;I00860;Fone de Ouvido Profissional AKG K92;1;42899
861;I00861;"Monitor UHD Samsung 32""";2;162657
862;I00862;Fone de Ouvido Profissional EDIFIER WH950NB;3;8990
863;I00863;Fone de Ouvido Profissional AKG K92;4;42899
864;I00864;Fone de Ouvido Profissional EDIFIER WH950NB;1;8990
865;I00865;Projetor EPSON Powerlite Wide Screen;3;274213
866;I00866;ACER Notebook Gamer Nitro;4;46040
867;I00867;Carregador Turbo Tipo-C 50w;4;539
868;I00868;Samsung Galaxy A36;2;19791
869;I00869;ACER Notebook Gamer Nitro;4;46040
870;I00870;Smart TV 32” Philco LED Roku TV;3;9490
871;I00871;Fone de Ouvido Profissional AKG K92;2;42899
872;I00872;Teclado Mecanico Fizz;3;1749
873;I00873;Projetor Smart Epson EpiqVision, FULL HD;2;304999
874;I00874;Fone de ouvido Sem Fio QCY T27;2;12986
875;I00875;Fone de ouvido Sem Fio QCY T27;4;12986
876;I00876;Película para iPhone 14Pro Anti impacto;1;518
877;I00877;Mouse Redragon Wireless;3;16599
878;I00878;Mouse Redragon Wireless;4;16599
879;I00879;Carregador Turbo Tipo-C 50w;3;539
880;I00880;Fone de Ouvido Profissional EDIFIER WH950NB;2;8990
881;I00881;Soundbar Samsung com 2.1 canais, Dolby Digital;2;10720
882;I00882;ACER Notebook Gamer Nitro;3;46040
883;I00883;Película de Vidro 3D Galaxy A30s;1;179
884;I00884;Samsung Galaxy A36;4;19791
885;I00885;Soundbar Samsung com 2.1 canais, Dolby Digital;1;10720
886;I00886;"Smart TV LED 32""Samsung LED Tizen TV";4;10790
887;I00887;Teclado Mecanico Fizz;4;1749
888;I00888;SSD Crucial 1TB NVMe M.2;3;4490
889;I00889;Soundbar Samsung com 2.1 canais, Dolby Digital;2;10720
890;I00890;Teclado Mecanico Fizz;1;1749
891;I00891;Projetor Smart Epson EpiqVision, FULL HD;2;304999
892;I00892;Soundbar Samsung com 2.1 canais, Dolby Digital;4;10720
893;I00893;Smart TV 32” Philco LED Roku TV;1;9490
894;I00894;Película para iPhone 14Pro Anti impacto;3;518
895;I00895;Fone de Ouvido Sem Fio TWS, PHILIPS;2;12491
896;I00896;Fone de ouvido Sem Fio QCY T27;2;12986
897;I00897;Samsung Galaxy Tab S6 Lite;1;179901
898;I00898;Samsung Galaxy A36;1;19791
899;I00899;Samsung Galaxy Tab S6 Lite;1;179901
900;I00900;Soundbar Tomate MTS-2017, Bivolt;1;7699
901;I00901;Projetor Smart Epson EpiqVision, FULL HD;2;304999
902;I00902;Mouse Redragon Wireless;1;16599
903;I00903;"Monitor UHD Samsung 32""";3;162657
904;I00904;Mouse Redragon Wireless;1;16599
905;I00905;ACER Notebook Gamer Nitro;3;46040
906;I00906;Fone de Ouvido Profissional EDIFIER WH950NB;1;8990
907;I00907;Fone de Ouvido Sem Fio TWS, PHILIPS;1;12491
908;I00908;Projetor EPSON Powerlite Wide Screen;1;274213
909;I00909;Fone de Ouvido Sem Fio TWS, PHILIPS;2;12491
910;I00910;Projetor Smart Epson EpiqVision, FULL HD;1;304999
911;I00911;Teclado Mecanico Fizz;2;1749
912;I00912;Samsung Galaxy A36;4;19791
913;I00913;Projetor Smart Epson EpiqVision, FULL HD;4;304999
914;I00914;Fone de Ouvido Profissional AKG K92;4;42899
915;I00915;ACER Notebook Gamer Nitro;3;46040
916;I00916;Fone de Ouvido Sem Fio TWS, PHILIPS;3;12491
917;I00917;Soundbar Tomate MTS-2017, Bivolt;4;7699
918;I00918;Samsung Galaxy A36;4;19791
919;I00919;Mouse Redragon Wireless;2;16599
920;I00920;Projetor Smart Epson EpiqVision, FULL HD;3;304999
921;I00921;Soundbar Samsung com 2.1 canais, Dolby Digital;1;10720
922;I00922;Soundbar Samsung com 2.1 canais, Dolby Digital;2;10720
923;I00923;Samsung Galaxy A36;4;19791
924;I00924;Smart TV 32” Philco LED Roku TV;4;9490
925;I00925;Projetor Smart Epson EpiqVision, FULL HD;2;304999
926;I00926;Smart TV 32” Philco LED Roku TV;4;9490
927;I00927;Mouse Redragon Wireless;4;16599
